  Average Value Weighted Returns -- Monthly,,,,,,,,,,
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
197203,202.02,470.8,283.49,824.3,417.86,1301.64,221.17,838.02,344.4,187.75
197204,202.41,490.08,290.7,783.81,424.43,1293.86,225.38,841.43,342.41,192.58
197205,206.13,487.06,296.61,785.6,427.62,1280.26,223.92,850.37,331.58,196.23
197206,206.41,479.12,301.68,806.96,444.49,1281.04,227.8,877.95,328.76,195.76
197207,196.65,455.07,291.82,775.52,426.98,1287.44,210.74,790.93,327.86,185.93
197208,193.69,448.21,293.27,766.17,431.09,1297.15,206.08,815.22,326.7,181.1
197209,192.97,462.69,299.54,854.9,442.07,1348.76,205.33,822.05,344.06,187.25
197210,188.04,460.44,296.04,852.35,436.73,1403.07,204.88,818.11,343.27,183.97
197211,187.88,448.66,299.67,876.81,426.41,1435.39,206.48,830.16,364.95,186.4
197212,200.21,479.71,312.11,925.7,435.87,1521,219.06,823.58,386.13,195.53
197301,201.93,490.92,315.11,934.76,446.57,1540.22,224.26,854.02,380.21,194.04
197302,193.71,457.53,303.8,978.81,456.66,1507.51,214.89,843.57,362.66,179.74
197303,185.18,427.9,296.29,910.38,441.62,1423.02,200.64,835.64,353.14,169.1
197304,182.8,418.74,295.34,937.67,438.36,1426.4,189.81,841.83,344.26,168.57
197305,172.78,396.56,283.28,935.65,413.07,1438.95,174.65,795.02,340.84,155.93
197306,168.61,376.69,279.12,896.25,403.07,1410.52,170.95,801.88,339.7,147.9
197307,106.8,242.26,187.52,590.2,186.47,932.47,92.56,426.98,279.83,74.27
197308,115.73,261.9,200.7,597.87,197.01,929.52,103.59,456.14,272.03,81.76
197309,112.09,249.82,197.65,571.33,190.42,882.19,99.32,432.88,264.27,80.11
197310,118.6,270.16,207.14,623.66,186.68,947.87,107.56,436.23,284.12,86.21
197311,116.65,263.69,210.05,661.5,197.56,895.34,104.29,444.05,272.96,86.48
197312,101.37,217.05,180.16,622.4,176.31,818.12,85.16,417.88,239.38,75.58
197401,99.91,209.71,183.16,675.88,169.39,852.63,84.7,404.8,246.3,77.69
197402,102.33,223.09,183.93,623.59,172.75,869.65,90.56,394.27,256.2,78.67
197403,102.23,218.59,183.12,613.64,173.1,918.85,91.16,388.31,255.01,79.7
197404,100.62,218.92,181.97,600.69,169.53,873.67,88.53,395.82,244.53,76.81
197405,97.85,210.3,179.37,561.6,164.6,827.29,87.3,395.85,214.43,72.18
197406,95.36,212.53,174.65,514.93,158.05,803.5,88.6,394.12,201.93,66.32
197407,94.68,213.33,173.83,479.35,152.26,815.04,87.73,376.02,189.67,64.16
197408,85.45,190.51,161.61,481.17,141.72,752.81,76.66,325.07,189.91,60.08
197409,77.12,178.76,144.47,435.33,134.71,757.06,66.72,297.45,171.45,53.71
197410,67.64,158.42,126.04,400.37,112.96,726.5,58.84,251.11,167.85,48.54
197411,78.38,166.85,146.08,483.48,130.23,805.33,64.75,325.16,190.23,58.49
197412,74.99,157.99,137.04,472.42,123.84,768.62,60.77,319.88,188.01,56.97
197501,74.84,150.9,130.99,478.69,117.76,777.37,59.18,316.15,185.04,54.5
197502,88.89,182.87,149.94,510.39,136.38,863.57,74.38,316.02,218.67,64.24
197503,92.27,190.12,161.49,519.77,154.23,896.28,78.22,365.32,218.59,66.02
197504,98.65,203.54,169.95,507.12,155.6,885.18,86.64,369.67,215.39,68.75
197505,101.47,212.28,185.94,541.71,164.6,876.71,88.75,371.86,210.6,70.94
197506,106.75,218.66,191.25,602.65,174.97,917.16,92.68,404.3,226.53,75.03
197507,117.7,243.14,198.09,597.02,183.22,947.37,99.97,383.32,279.1,80.03
197508,111.67,240.54,186.94,569.29,166.77,907.51,92.37,337,264.23,75.11
197509,107.71,230.68,184.74,560.93,161.19,863.13,92.01,326.35,258.59,71.09
197510,104.91,224.42,173.69,553.84,159.68,848.76,88.84,309.38,255.15,66.58
197511,116.23,243.77,183.41,546.74,173.5,906.54,98.3,342.09,270.3,69.16
197512,121.35,250.57,188.29,534.26,181.65,955.61,102.71,363.69,276.62,71.61
197601,119.41,248.78,186.13,543.4,179.66,950.87,100.04,340.28,278.56,71.32
197602,132.65,287.3,217.95,590.3,212.44,1041.07,109.11,366.47,300.25,80.47
197603,131.84,299.26,221,567.23,214.42,1064.6,114.56,341.05,287.46,82.9
197604,132.92,311.02,223.62,607.79,222.99,1067.01,118.85,365.73,289.56,84.47
197605,130.8,316.39,221.31,630.3,215.92,1085.32,113.38,349.86,289.86,83.3
197606,127.82,304.13,218.51,658.36,216.39,1039.67,106.73,338.53,283.23,81.63
197607,128.42,309.54,220.01,627.41,223.55,1100.16,101.75,335.43,305.7,83.12
197608,130.83,308.85,217.15,622.61,218.58,1113.86,99.95,334.03,312.72,83.18
197609,129.86,302.32,213.06,611.97,216.59,1152.16,102.89,339.49,319.17,82.2
197610,131.72,317.04,215.91,654.85,222.68,1167.18,103.19,351.72,330.44,82.8
197611,129.62,312.89,209.12,640.38,213.69,1182.12,102.18,340.6,326.1,82.37
197612,131.06,306.48,208.41,643.91,217.29,1204.36,106.75,313.83,333.78,82.7
197701,138.38,340.8,220.13,691.67,227.55,1242.39,109.09,335.58,353.52,89.6
197702,132.96,327.71,206.83,691.18,219.73,1243.59,101.3,307.82,354.97,85.87
197703,130.92,314.05,205.11,671.68,216.9,1239.33,99.66,308.01,340.04,84.17
197704,128.87,304.55,204.86,657.37,217.16,1223.41,96.75,304.33,338.79,83.89
197705,130.1,313.62,207.15,685.03,210.01,1231.4,93.4,292.49,343.6,85.63
197706,129.07,309.81,200.81,675.17,205.41,1232.81,90.54,287.11,348.4,84.45
197707,136.18,326.89,206.21,654.63,204.45,1234.07,93.01,285.51,394.76,85.86
197708,138.79,321.58,198.72,651.99,205.63,1223.29,93.37,281.04,396.42,85.71
197709,138.81,318.16,195.74,608.61,206.26,1179.52,97.41,289.9,380.44,84.75
197710,139.79,322.17,194.69,612.7,203.35,1217.1,97.09,288.79,385.94,84.04
197711,135.12,307.23,185.54,593.04,197.71,1155.43,93.73,285.34,372.05,80.18
197712,141.11,306.06,193.88,607.39,208.23,1164.41,99.34,305.14,384.44,85.07
197801,141.05,307.77,196.16,618.46,215.66,1185.76,98.59,310.08,380.99,85.71
197802,134.43,286.07,184.5,574.13,205.94,1136.25,91.91,303.83,361.89,81.33
197803,134.34,284.5,179.21,562.2,197.75,1165.92,91.13,292.8,357.31,80.99
197804,140.44,300.88,185.76,580.05,197.26,1219.86,93.69,306.6,363.96,85.12
197805,151.41,329.2,207.86,627.62,224.44,1255.48,103.87,337.16,362.58,93.21
197806,156.85,326.32,218.4,632.42,227.67,1232.56,105.52,360.09,361.92,95.59
197807,158.36,311.28,211.24,584.6,217.5,1260.81,102.47,356.22,381.89,92.15
197808,163.79,330.86,227.69,612.61,237.27,1278.59,107.81,387.24,393.91,98.29
197809,170.56,338.07,236.1,637.18,250.52,1335.23,114.18,393.01,391.96,104.64
197810,170.24,337.32,231.32,670.77,240.07,1347.69,111.75,382.06,388.59,103.42
197811,150.23,298.96,205.34,596.32,214.32,1313.96,96.34,332.56,358.53,88.46
197812,152.83,296.7,210.11,631.86,225.84,1333.51,98.74,349.81,366.15,90.67
197901,155.11,296.8,213.55,652.47,240.4,1330.23,98.23,361.28,358.88,91.59
197902,161.01,312.76,227.61,678.75,251.24,1378.7,103.87,368.47,379.58,96.81
197903,154.65,297.83,216.52,676.51,242.33,1348.85,98.61,352.47,369.98,93.51
197904,161.16,318.72,232.32,743.61,263.2,1346.29,104.49,371.5,376.01,101.02
197905,161.56,327.29,230.42,778.32,264.33,1317.16,105.14,375.38,363.84,102.45
197906,159.09,323.83,224.65,755.58,257.74,1325.94,102.56,368.85,365.11,102.13
197907,163.54,327.45,225.01,730.96,238.44,1245.25,103.27,356.39,403.58,105.93
197908,168.12,333.39,230.27,744.04,234.69,1271.73,104.65,359.25,410.29,109.44
197909,180.53,348.25,246.53,796.73,247.73,1268.63,113.71,393.4,414.62,115.41
197910,176.84,346.07,244.72,853.67,243.68,1235.55,112.96,391.11,403.34,114.38
197911,163.68,316.55,223.16,830.68,226.67,1195.31,102.84,373.49,376.92,102.73
197912,171.79,308.53,232.17,903.43,242.97,1222.21,106.51,407.22,402.33,109.81
198001,178.82,319.06,243.44,924.43,248.13,1198.66,110.19,415.13,395.46,114.19
198002,184.9,351.84,260.32,1053.22,267.17,1173.72,111.8,412.46,399.27,119.71
198003,175.32,325.42,252.3,1188.62,255.79,1161.44,106.2,390.7,381.54,115.87
198004,158.95,296.59,223.11,979.36,223.58,1153.04,97.39,386.31,353.59,101.24
198005,169.57,292.23,230.1,1048.81,225.55,1267.9,100.65,407.97,395.54,107.36
198006,182.42,301.56,243.88,1084.13,236.89,1340.43,110.11,433.83,409.45,115.91
198007,186.97,297.98,242.11,912.8,223.11,1262.05,109.65,383.14,463.15,116.4
198008,200.14,334.75,268.8,931.97,259.69,1274.45,121.1,418.79,462.21,125.13
198009,201.57,341.85,271.82,964.27,269.21,1332.38,122.86,423.17,452.44,128.46
198010,201.74,343.88,278.56,1029.9,274.74,1305.94,125.15,438.05,449.58,133.02
198011,202.25,337.43,279.91,1109.45,281.78,1263.24,123.35,434.92,455.13,133.92
198012,203.62,352.03,302.58,1373.77,308.83,1194.43,127.72,471.39,487.06,144.44
198101,206.77,349.01,296.29,1227.25,306.97,1201.98,126.91,495.53,474.83,144.35
198102,211.65,345.3,291.24,1112.27,282.71,1268.28,127.55,490.86,460.15,139.5
198103,216.99,366.22,304.09,1099.76,282.81,1334.45,130.21,493.34,449.84,141.51
198104,232.82,394.76,322.46,1079.24,297.24,1347.5,146.75,529.33,459.25,151.75
198105,235.12,404.48,319.25,1000.38,297.63,1430.92,150.81,548.82,444.41,152.7
198106,240.88,413.76,315.91,956.03,309.79,1505.96,156.67,565.08,447.89,156.17
198107,229.97,362.83,300.38,677.86,244.8,1239.19,150.4,445.85,486.84,143.99
198108,227.73,351.89,292.35,732.82,235.4,1255.78,145.59,427.9,500.12,138.85
198109,215.53,323.73,270.44,681.23,217.57,1221.04,137.72,394.71,491.17,129.21
198110,210.73,314.69,251.35,576.6,209.48,1254.96,133.35,391.94,459.64,121.93
198111,226.66,303.12,260.26,630.99,220.92,1379.89,142.61,422.47,478.83,130.78
198112,232.06,315.02,271.12,671.39,223.39,1393.06,144.34,440.9,502.09,137.24
198201,226.95,316.15,266.54,628.43,224.1,1370.42,141.64,437.05,486.23,131.54
198202,224.43,319.74,258.54,576.55,230.63,1379.44,142.05,442.78,480.27,127.46
198203,219.55,310.97,242.89,487.62,218.05,1276.87,140.03,427.77,473.45,122.23
198204,224.78,322.48,238.24,470.85,211.51,1300.73,146.59,418.86,481.35,118.3
198205,241.32,338.76,245.66,491.98,227.05,1243.11,155.98,449.44,496.73,123.09
198206,231.75,334.32,232.43,499.23,213.62,1205.72,151.6,437.56,488.24,114.18
198207,235.08,347.19,222.69,396.81,185.7,1052.85,148.77,380.34,495.59,110.81
198208,234.24,345.96,216.68,366.37,189.03,1065.28,149.38,384.94,479.52,107.68
198209,256.32,391.12,246.47,400.32,212.53,1179.84,167.49,434.37,530.77,120.34
198210,266.25,393.56,244.97,410.13,215.84,1213.49,175.88,442.57,532.16,125.81
198211,295.73,461.59,277.11,432.36,253.22,1311.52,206.54,481.06,553.71,146.02
198212,309.8,495.99,293.21,401.75,279.94,1391.69,228.9,508.69,548.87,156.74
198301,314.91,510.66,296.95,431.07,287.6,1400.71,224.32,513.92,567.59,154.51
198302,311.84,536.83,309.64,451.07,312.03,1574.46,228.33,525.96,585.04,159.04
198303,324.08,554.02,320.5,443.3,322.87,1544.77,247.17,547.89,588.15,166.22
198304,346.88,549.86,327.79,476.46,325.3,1577.2,268.44,579.31,585.22,174.25
198305,368.68,609.57,348.43,526.49,353.55,1691.75,293.17,608.3,603.86,189.66
198306,366.65,598.48,356.02,532.87,364.97,1667.93,294.19,592.07,612.2,194.95
198307,351.04,642.51,352.12,530.28,344.27,1424.68,288.52,526.47,640.04,196.16
198308,341.83,617.15,344.54,528.01,326.57,1373.05,280.74,501,645.8,189.66
198309,343.79,603.9,345.33,566.16,323.19,1401.79,268.61,493.49,649.16,188.26
198310,358.49,628.8,353.87,542.48,330.93,1434.55,274.65,499.55,679.14,191.45
198311,357.12,636.34,345.82,531.92,308.73,1359.44,270.49,488.17,695.92,184.26
198312,365.74,658.54,366.69,536.19,316.19,1401.18,284.29,473.19,674.65,190.01
198401,363.8,677.19,363.62,559.08,317.98,1358,272.82,458.87,644.27,188.38
198402,364.35,640.16,351.11,589.59,298.78,1413.14,259.69,459.91,649.45,185.84
198403,342.8,597.98,326.8,616.78,280.3,1359.71,247.77,448.37,621.46,176.99
198404,348.82,602.18,339.04,621.61,285.09,1310.83,251.42,444.66,614.56,181.6
198405,352.31,621.75,338.27,649.1,284.11,1339.02,253.4,460.57,608.35,178.59
198406,345.47,581.83,318.64,574.98,269.08,1341.11,240.99,428.15,596.57,167.34
198407,324.09,524.68,309.31,503.67,212.62,717.05,217.8,313.16,605.96,171.01
198408,320.93,537.27,304.21,466.94,208.04,736.9,218.04,301.79,605.47,166.68
198409,349.28,591.11,340.64,543.21,237.98,785.44,241.43,333.69,647.62,186.08
198410,353.92,591.64,332.72,545.16,227.93,809.08,242.26,322.15,674.11,191.12
198411,359.63,603.65,331.99,532.89,225.47,810.45,239.79,328.21,691.61,193.33
198412,362.78,579.96,327.14,532.28,217.41,807.5,231.26,329.19,706.23,193.02
198501,367.5,609.61,334.88,537.13,224.22,839.77,233.89,341.52,719.2,201.42
198502,384.56,668.79,364.83,573.17,253.55,897.86,266.78,369.83,732.12,221.82
198503,405,662.18,368.51,596.34,250.81,932.53,272.16,385.28,743.61,226.52
198504,426.05,626.88,358.73,605.89,237.59,975.87,273.33,398.26,782.68,226.62
198505,423.18,612.61,353.42,635.44,229.98,992.83,275.91,390.8,783.06,231.46
198506,456.81,654.38,376.43,583.58,238.82,1057.53,304.17,432.53,818.27,246.8
198507,431.73,614.19,366.07,470.93,219.42,937.88,276.04,379.9,866.69,251.75
198508,422.01,628.59,381.09,472.55,231.21,899.82,267.29,378.7,821.67,252.97
198509,407.2,591.26,375.11,480.65,225.44,909.47,265.98,376.28,829.87,252.87
198510,407.62,573.21,360.39,486.27,216.84,866.03,255.98,353.12,783.77,240.61
198511,408.04,583.85,373.96,521.35,224.7,916.21,277.04,350.14,828.53,257.41
198512,444.74,646.47,400.62,518.17,244.56,1022.86,302.83,387.7,852.86,277.08
198601,471,692.33,419.14,514.54,266.33,1048.78,317.72,406.2,893.11,291.5
198602,484.29,706.04,427.44,476.11,266.37,1003.41,325.01,413.29,922.78,302.49
198603,538.72,777.87,472.48,482.2,281.9,1085.74,352.52,441.36,979.18,328.36
198604,590.97,848.35,499.88,501.01,282.88,1134.36,384.9,500.2,1007.59,344.51
198605,598.62,817.89,494.17,515.15,295.56,1175.21,386.56,510.29,968.67,338.09
198606,654.35,848.93,518.14,560.45,294.09,1246.87,425.07,550.55,999.46,355.27
198607,610.75,771.59,464.85,485.25,264.94,1160.48,348.63,479.67,1033.01,357.12
198608,579.91,702.75,431.83,471.37,243.67,1120.35,315.33,456.27,1081.68,335.44
198609,597.28,761.16,460.6,554.07,257.43,1196.07,322.77,475.91,1165.79,359.56
198610,533.35,704.06,430.71,555.97,241.01,1087.68,295.22,420.6,1048.67,328.52
198611,590.12,752.65,457.88,584.03,245.12,1147.05,313.55,461.47,1099.38,343.93
198612,598.99,800.15,472.94,618.09,256.4,1205.13,316.28,467.15,1104.26,344.46
198701,584.43,784.72,465.61,616.09,247.45,1179.15,298.54,468.81,1061.23,337.03
198702,668.7,930.37,530.9,715.62,288.88,1237.82,334.56,527.11,1155.48,374.28
198703,709.62,958.79,554.57,706.22,316.96,1237.33,369,591.85,1123.83,392.66
198704,724.15,1009.16,576.6,791.86,325.73,1246.37,377.51,592.14,1098.2,390.37
198705,701.48,1048.52,567.31,800.56,341.74,1211.74,367.3,577.36,1046.07,375.03
198706,722.48,1049.1,569.61,803.34,344.89,1243.85,369.48,584.58,1019.28,375.56
198707,740.82,954.79,545.23,814.39,312.16,1247.21,351.68,495.7,1052.18,316.26
198708,781.44,1033.11,586.99,848.92,316.85,1351.06,374.03,525.22,1029.92,326.53
198709,807.78,1094.88,605.32,876.95,342.07,1444.61,386.73,536.92,1060.44,340.18
198710,794.71,1055,612.88,848.68,334.15,1500.03,363.7,520.11,1029.78,336.45
198711,630.16,773.76,446.48,693.88,248.87,1309.97,265.14,419.42,954,257.49
198712,580.84,714.79,423.32,618.1,225.36,1201.36,241.14,382.59,923.18,240.45
198801,630.58,777.96,468.22,663.91,252.67,1253.47,261.68,407.39,921.34,253.37
198802,650.36,815.63,473.62,724.99,249.32,1383.99,278.39,435.24,1009.42,271.24
198803,691.97,874.68,509.72,746.74,267.95,1428.03,308.23,447.13,991.5,280.79
198804,691.32,851.34,503.99,768.64,256.47,1405.64,307.41,436.49,953.11,277.6
198805,698.26,889.45,513.82,809.27,265.58,1436.78,320.6,429.76,945.76,277.46
198806,695.76,901.98,511.1,816.65,262.88,1469.56,311.73,428.41,976.53,280.6
198807,606.88,572.56,569.36,833.25,285.6,1575.15,303.59,409.62,949.78,249.7
198808,618.05,568.13,557.42,874.85,272.88,1609.87,294.42,418.45,951.48,249.86
198809,620.29,527.4,533.39,858.5,251.48,1560.53,288.36,418.07,942.72,248.97
198810,662.16,553.46,549.51,843.57,260.1,1662.01,312.25,435.74,962.22,259.54
198811,722.37,569.96,560.31,869.8,261.25,1718.5,312.89,445.29,987.21,259.83
198812,678.12,577.91,550.19,873.65,254.67,1772.99,305.65,437.35,973.94,252.54
198901,691.48,580.61,567.63,900.86,269.03,1814.2,312.64,446.86,973.5,254.49
198902,733.85,629.72,611.48,958.94,290.54,2012.87,333.94,478.96,995.71,273.22
198903,727.34,607.47,597.12,946.08,282.5,1982.5,330.17,466.61,970.06,272.97
198904,766.09,609.03,604.89,986.29,267.89,2110.76,340.66,492.3,969.2,283.54
198905,748.78,609.37,641.39,1019.54,284.63,2310.31,363.73,521.79,1007.65,297.22
198906,791.03,627.62,668.53,1046.44,293.81,2443.19,385.41,546.05,1043.83,311.34
198907,762.12,618.6,610.29,998.07,254.74,2255.28,348.01,469.82,1101.61,299.63
198908,857.62,653.13,659.42,1043.09,262.69,2537.23,383,536.98,1161.42,326.53
198909,849.34,694.78,689.22,1086.48,269.81,2577.87,396.5,540.3,1143.42,340.37
198910,852.28,662.77,676.17,1100.08,263.65,2673.48,388.86,525.07,1142.93,346
198911,840.29,625.98,647.51,1110.58,254.51,2611.01,375.35,528.94,1149.7,329.55
198912,852.48,619.41,669.15,1147.05,249.58,2663.09,380.71,553.65,1178.98,331.34
199001,867.29,546.54,688.99,1220.55,247.17,2830.26,386.8,564.12,1229.24,326.15
199002,786.93,529.4,646.72,1166.43,245.17,2452.97,365.43,525,1164.03,297.68
199003,785.87,552.39,663.66,1199.13,256.29,2443.45,373.6,513.95,1158.87,306.54
199004,822.33,569.87,691.81,1191.19,269.96,2562.28,398.37,535.64,1143.82,306.69
199005,820.14,547.47,676.08,1158.66,266.24,2490.61,392.9,539.01,1076.86,298.58
199006,895.61,597.56,727.68,1218.24,303.19,2768.81,443.58,613.51,1126.38,328.66
199007,842.74,549.23,691.19,1134.82,300.62,2405.91,425.3,604.56,1135.23,308.2
199008,837.59,533.32,693.42,1241.61,279.19,2318.08,411.37,619.22,1140.29,299.11
199009,778.63,459.53,608.01,1228.79,245.58,2090.87,362.52,577.6,1056.93,264.51
199010,753.13,416.77,561.68,1213.31,230.71,2121.2,333.21,557.19,1056.85,238.65
199011,773.54,400.38,553.3,1162.52,224.43,2214.17,325.92,570.45,1137.13,223.76
199012,822.07,415.96,596.49,1182.53,251,2278.47,358.9,624.74,1161.06,248.07
199101,860.72,413.24,627.72,1162.61,262.32,2302.13,373.11,645.14,1163.31,261.06
199102,906.79,440.77,669.54,1146.17,303.03,2314.44,410.64,681.82,1142.43,281.38
199103,1010.42,483.64,710.73,1240.71,325.12,2345.88,444.76,753.25,1189.68,309.71
199104,1055.94,495.27,729.15,1272.93,331.83,2387.35,490.39,799.04,1204.46,321.22
199105,1060.7,485.46,736.16,1307.74,323.71,2402.64,503.04,792.29,1197.98,327.76
199106,1107.09,554.8,789.65,1279.58,335.73,2386.99,546.59,831.98,1191.89,345.16
199107,1022.74,537.69,705.25,1144.59,306.08,2304.25,502.64,725.27,1184.68,315.18
199108,1093.41,537.28,730.05,1200.43,321.35,2395.74,531.59,793.17,1226.97,331.59
199109,1154.59,526.75,740.36,1215.75,323.15,2428.62,552.51,816.25,1261.57,343.46
199110,1114.12,512.17,723.63,1206.88,320.82,2451.83,540.29,817.69,1301.76,342.05
199111,1116.91,507.1,736.18,1229.82,329.78,2510.51,532.72,870.51,1313.21,351.4
199112,1112.94,467.32,697,1125.56,318.46,2391.17,528.37,851.23,1329.43,335.06
199201,1277.06,505.55,779.79,1157.35,349.61,2617.05,600.02,994,1389.12,376.24
199202,1241.87,557,798.19,1123.06,374.8,2581.4,608.84,949.69,1320.87,385.17
199203,1256.97,622.99,815.04,1116.72,390.52,2565.13,630.83,923.45,1297.05,399.72
199204,1242.22,636.24,810.03,1090.12,372.34,2545.06,626.29,876.34,1290.14,391.02
199205,1258.35,704.78,839.43,1208.27,372.59,2711.71,608.42,863.41,1319.8,396.12
199206,1276.58,700.54,838.14,1268.7,377.52,2651.19,618.04,879.05,1348.38,404.49
199207,1137.77,701.38,774.26,1222.4,347.82,2410.31,547.62,694.38,1387.91,404.76
199208,1199.81,730.77,801.27,1311.06,361.47,2593.65,571.65,737.02,1475.88,419.6
199209,1208.4,662.38,773.03,1346.46,345.27,2564.36,572.22,713.89,1461.38,406.96
199210,1229.91,666.92,789.83,1347.6,359.14,2604.59,598.38,687.23,1465.79,423.73
199211,1229.35,665.2,799.59,1299.48,368.87,2579.01,628.26,709.87,1454.49,437.67
199212,1274.65,720.21,828.99,1271.87,392.61,2740.07,672.86,743.65,1443.31,467.48
199301,1279.38,743.46,843.35,1295.54,395.96,2883.26,677.9,733.85,1474.47,488.04
199302,1274.93,813.14,844.83,1337.81,416.1,2911.98,681.35,686.32,1505.93,506.77
199303,1252.87,808.72,858.58,1412.26,416.56,3125.24,673.79,625.12,1591.9,511.66
199304,1256.33,851.7,876.43,1469.44,427.08,3218.05,693.07,632.82,1611.73,532.32
199305,1141.57,870.58,880.6,1485.89,412.43,3113.72,636.18,645.46,1604.26,516.57
199306,1180.1,884.24,907.41,1504.46,449.68,3238.78,674.98,668,1595.6,526.52
199307,1076.13,890.17,858.75,1370.49,423.35,3309.98,588.93,574.24,1674.66,529.48
199308,1052.76,901.99,862.61,1383.22,407.69,3398.03,595.46,543.47,1701.69,542.28
199309,1095.65,910.02,892.63,1430.05,435.28,3599.51,619.47,556.28,1755.44,561.21
199310,1075.01,918.44,875.54,1448.82,442.23,3573.27,616.95,562.36,1737.19,572.68
199311,1142.06,999.38,907.02,1433.18,450.02,3647.83,637.94,597.02,1697.9,559.89
199312,1152.19,1004.21,920.63,1342,452.6,3451.21,641.41,603.18,1594.56,547.78
199401,1174.67,1047.73,953.53,1349.45,466.86,3422.01,632.98,617.41,1618.06,563.3
199402,1168.55,1128.54,1003.65,1414.48,490.78,3548.65,642.41,619.98,1594.54,590.78
199403,1151.95,1083.6,996.6,1367.97,499.85,3348.82,654.35,585.42,1505.94,568.67
199404,1101.67,1012.63,954.04,1318.19,483.32,3218.29,623.06,546.68,1445.23,546.67
199405,1114.58,1004.79,957.73,1393,478.81,3255.18,626.83,563.66,1470.84,556.69
199406,1100.25,982.59,979.09,1393.48,489.87,3303.46,617.13,593.49,1383.41,576.01
199407,944.24,831.35,835.48,1256.09,423.13,2552.45,535.36,544.2,1322.48,507.6
199408,967.1,871.52,878.88,1302.16,442.46,2624.01,538.13,550.69,1385.52,523.44
199409,1028.97,868.83,917.54,1305.74,485.89,2639.05,566.95,610.73,1385.87,540.09
199410,1024.27,823.91,901.62,1294.1,485.27,2597.62,554.25,627.11,1339.37,518.51
